Index,Season,S/C,Pos,G,A,A1,S,Ht,Wt,Hits,HitsT,BkS,GvA,TkA,TOI,GP,SAT% Relative,Pen Drawn,Pen Taken,SAT%,USAT %,On-Ice GF %,OZ Ratio,OZ Start%,NZ Start%,DZ Start%,FOW,FOL,ixG,iCF,18+ MPH Speed Bursts,20+ MPH Speed Bursts,22+ MPH Speed Bursts,Top Speed (MPH),GF,GA,xGF,xGA,oiSh%,oiSv%,PDO,TOI/GP
1039,22-23,L,D,5,16,9,108,74,185,88,59,36,33,38,1143.68,75,1.3,11,21,53.4,52.3,56.3,54.6,37.6,31.1,31.3,0,0,4.07,221,404,71,6,23.14,53,41,57.54,51.06,8.62,92.56,101.18,15.25
175,24-25,L,R,27,41,18,173,72,189,30,71,16,87,22,1400.17,77,0.2,16,13,49.6,49.1,54.1,55.7,38,31.9,30.2,2,10,21.29,379,739,156,4,22.39,71,60,45.69,52.63,14.26,88.97,103.23,18.18
192,22-23,R,C,20,15,6,158,75,206,71,89,49,32,38,1310.27,82,-0.1,21,9,51.4,52.1,40,51.5,34.2,33.6,32.2,449,413,23.78,269,612,62,1,22.21,36,54,48.39,48.36,6.37,90.11,96.48,15.98
1473,22-23,L,D,1,2,1,58,72,192,122,76,74,25,19,1000.9,59,0.9,2,17,45.6,45.5,36.9,43.6,27.7,36.6,35.8,0,0,3.09,119,231,30,0,21.96,31,53,39.86,45.05,7,89.67,96.67,16.96
1171,23-24,L,D,6,8,4,103,75,225,383,89,111,28,16,1470.47,79,-1.7,30,37,49.8,50.4,44,37.2,22.7,39,38.3,0,0,4.14,241,403,68,1,22.2,44,58,50.01,49.85,7.3,90.44,97.74,18.61
1029,22-23,R,C,24,17,10,160,73,187,22,76,31,55,47,1269.5,82,-3.3,5,10,49.2,47.3,55.6,53.5,36.3,32.2,31.5,145,190,20.04,281,509,22,0,21.88,54,43,48.78,48.25,10.19,92.64,102.83,15.48
681,22-23,R,C,9,19,12,92,74,185,125,153,39,25,22,1164.43,82,-0.5,26,23,51.2,50,50,51.4,33.8,34.2,32,102,99,10.99,174,829,160,4,22.57,42,42,39.5,40.08,8.9,91.06,99.96,14.2
22,22-23,L,C,10,11,4,67,73,191,50,100,20,28,22,812.4,70,-2.4,8,1,52.2,51.2,57.8,51.7,34.3,33.8,32,66,133,8.9,135,517,106,6,22.54,33,24,33.14,30.03,9.4,92.5,101.9,11.61
22,23-24,L,C,6,8,5,51,73,191,71,91,15,11,14,524.05,47,0.8,3,4,47.3,48.4,68.9,35.4,19.4,45.2,35.4,51,92,4.83,74,388,95,3,22.37,20,9,18.91,15.06,9.3,95.57,104.87,11.15
504,22-23,L,C,9,11,6,85,73,201,152,109,44,17,30,1034.85,81,-1.9,13,15,44.7,45.3,42.2,47.6,31.4,34,34.6,277,374,8.47,146,660,149,8,22.66,30,42,31.5,37.05,8.15,90.45,98.61,12.78
434,22-23,L,C,14,10,7,106,71,172,39,26,37,15,31,1110.88,79,0.4,9,3,46.2,47.6,45.5,44.3,29.6,33.3,37.1,214,243,12.15,178,279,25,0,21.24,31,37,34.19,36.59,7.83,90.68,98.51,14.06
41,23-24,L,L,27,56,36,248,70,175,66,79,33,45,39,1583.2,82,6.6,19,6,56.7,55,56.4,54.7,34.7,36.5,28.8,8,14,26.55,433,894,220,15,23.13,70,54,58.28,45.41,10.75,90.16,100.92,19.31
41,24-25,L,L,21,67,36,180,70,175,96,70,42,62,11,1534.8,81,2.4,13,8,52.6,51.5,52.9,67.7,44,35.1,20.9,0,3,25.61,374,817,174,12,22.68,54,48,53.58,43.53,10.31,90.62,100.93,18.95
955,22-23,L,C,37,38,24,184,75,217,47,83,45,38,26,1281.72,73,4,16,15,54.7,54.2,64.4,55.8,34.9,37.4,27.7,249,230,30.73,316,1248,326,28,23,58,32,51.87,37.22,10.98,92.47,103.46,17.56
776,23-24,R,R,6,13,9,79,73,191,79,116,23,16,25,920.13,73,4,13,8,62.4,61.9,47.9,51.6,31.1,39.7,29.2,7,9,10.96,132,360,54,1,22.07,23,25,36.69,24.46,5.29,91.32,96.61,12.6
124,22-23,R,R,11,17,8,150,72,216,78,82,25,22,28,1100.07,75,1.4,18,17,52.6,51.9,45.9,43.7,27.7,36.6,35.7,164,186,15.79,241,354,40,1,23.5,28,33,36.99,38.73,6.22,92.12,98.35,14.67
1113,23-24,L,C,12,15,11,128,75,212,56,89,33,34,26,1025.35,79,-0.5,13,18,58.6,58.6,50.6,60.4,39.5,34.6,25.9,333,313,13.52,250,476,70,0,21.99,37,36,42.59,37.68,7.02,91,98.02,12.98
215,22-23,R,R,5,11,6,125,76,216,139,112,26,20,24,917.38,75,1.4,8,13,55.2,55.4,43,54.5,34.6,36.4,29,0,2,13.43,227,582,100,7,22.91,28,37,39.66,32.34,6.15,90.24,96.39,12.23
1261,22-23,L,L,12,19,13,148,77,212,88,112,39,41,38,1067.98,68,-3.4,27,29,49.1,49.1,44.2,53.2,36.4,31.7,31.9,10,15,21.17,264,320,46,0,21.57,31,39,40.35,40.54,6.78,92.28,99.06,15.71
524,22-23,R,D,3,10,5,94,71,191,77,116,104,32,13,1037.95,70,0.5,8,18,52.1,54.2,48.7,53.6,36,32.9,31.1,0,0,4.61,185,276,49,2,22.66,40,42,40.85,38.24,8,90.05,98.05,14.83
562,22-23,R,R,6,10,3,43,74,193,14,46,28,20,10,497.53,37,-0.3,3,0,42.7,43.6,37.5,48.7,30.2,38,31.8,3,3,3.93,80,341,58,1,22,15,25,14.9,21.23,8.15,88.64,96.79,13.45
770,22-23,L,C,11,9,6,88,75,216,89,163,69,18,26,1111.37,81,0,11,18,51.8,51.5,53,39.8,25.8,35.1,39.1,309,243,12.38,141,481,45,0,21.48,26,23,34.54,31.39,6.31,94.25,100.56,13.72
1400,22-23,R,R,21,11,7,164,75,226,139,67,49,25,30,1170.23,69,-1.4,17,24,44.1,44.2,48.4,47.8,30.4,36.4,33.2,19,25,24.71,281,932,269,31,23.53,47,50,44.35,53.26,11.14,90.65,101.79,16.96
1082,22-23,R,R,14,22,9,149,71,208,10,47,28,27,36,1050.32,82,-3.1,5,15,45.7,46,45.3,53.6,35.6,33.6,30.8,5,7,14.88,261,580,130,3,22.67,39,47,42.26,44.25,8.5,91.13,99.63,12.81
507,23-24,L,L,13,13,7,116,74,203,90,40,28,18,36,990.15,80,-7.3,10,7,44,45.5,42.1,31.1,19.3,37.7,42.9,9,14,15.27,206,399,58,2,22.07,24,33,27.3,34.83,6.82,91.62,98.44,12.38
859,22-23,L,D,13,28,15,155,71,183,46,67,89,55,32,1561.25,75,2.2,21,12,51.4,51.4,48.5,51.7,35.4,31.4,33.2,0,0,10.76,334,246,26,0,22.68,52,55,54.24,55.52,8.78,90.79,99.57,20.82
156,23-24,R,C,27,40,26,194,73,196,75,56,70,56,25,1378.37,82,-0.7,19,10,52.6,52.2,53.4,51.5,36.3,29.6,34.1,355,340,25.72,322,313,13,0,20.87,54,46,46.12,39.67,9.98,90.82,100.8,16.81
748,22-23,L,D,2,20,12,90,74,190,58,70,43,25,11,1089.5,54,-1.5,8,11,47.3,47,38.5,46.8,30,35.8,34.2,0,0,3.02,197,216,13,0,21.44,37,59,36.77,44.74,8.47,88.27,96.74,20.18
538,22-23,R,D,5,7,4,64,74,210,90,140,97,25,24,1009.58,59,-4,6,15,44.4,44.6,54.7,40.8,27.2,33.3,39.5,0,0,3.48,139,218,21,0,21.65,40,33,37.85,41.5,9.85,92.99,102.85,17.11
837,22-23,L,D,6,13,6,89,75,210,74,54,115,19,27,1581.93,72,-0.2,10,19,47.7,49.3,45.8,42.3,28,33.8,38.2,0,0,6.29,167,257,57,4,23.25,44,52,53.27,56.53,6.72,92.2,98.92,21.97
504,23-24,L,C,12,16,8,86,73,201,108,88,35,13,23,1116.52,80,0,16,10,46.1,45.8,42.5,45.2,29.3,35,35.6,305,317,10.4,165,667,146,10,23.2,34,46,29.85,44.28,8.52,90.15,98.67,13.96
1144,22-23,R,R,15,18,13,129,71,185,70,56,28,26,37,1031.48,72,7.7,6,18,54.4,53,48.4,51,34.5,32.3,33.1,5,3,11.76,251,432,52,0,21.74,48,50,43.99,41.65,9.8,88.76,98.56,14.33
1437,22-23,R,D,13,42,22,163,71,197,55,113,90,48,32,1681.17,85,-2.5,12,18,47.5,46.9,48.1,50.8,32.9,35.2,31.9,0,0,9.39,329,250,19,0,21.73,52,55,62.43,62.57,7.96,92.22,100.18,19.78
851,22-23,L,C,10,8,4,114,75,197,96,113,49,8,22,1038.15,80,0.5,14,7,51.7,52,42,43.1,27.2,36.8,36,94,113,13.3,202,749,141,5,22.77,21,29,33.98,36.16,5.06,92.29,97.35,12.98
1411,22-23,R,R,7,7,3,69,75,215,37,41,25,13,18,642.68,43,0.5,5,11,45.8,44.6,34.2,46.2,28.6,38.1,33.3,3,6,8.69,126,262,36,0,21.89,12,23,19.42,26.7,5.48,91.76,97.24,14.95
342,22-23,L,C,13,17,11,131,74,196,22,74,41,30,40,1081.37,75,-1.7,12,8,52.7,52.4,45.5,56.7,38.3,32.5,29.3,26,53,16.69,238,487,63,0,21.7,36,43,42.46,40.55,7.84,89.56,97.41,14.42
1411,23-24,R,R,17,8,5,139,75,215,49,55,41,34,30,1026.4,66,2.1,13,16,48,48.9,51.5,48.2,31.9,33.8,34.3,5,11,12.31,220,472,55,0,21.61,34,33,33.95,32.42,9.16,91.2,100.36,15.55
621,22-23,L,C,16,16,10,153,72,194,188,118,28,20,38,1000.45,81,1.9,19,18,52.8,51.9,45.7,48,29.2,39.2,31.6,106,83,18.01,269,594,109,2,22.28,32,38,38.1,39.2,7.22,91.52,98.74,12.35
964,22-23,L,D,2,14,8,73,76,210,79,89,69,31,10,1085.97,65,-0.1,4,5,51.9,52.1,44.9,49.3,30.1,38.9,31,0,0,2.98,149,126,9,0,20.61,31,38,40.88,39.3,6.95,91.14,98.09,16.71
739,23-24,L,D,1,5,2,46,77,220,80,56,65,36,9,883.3,53,1,6,10,48.1,46.9,49.2,45.3,28.4,37.4,34.2,0,0,2.29,120,112,17,0,21.43,32,33,30.04,31.94,9.33,91.49,100.82,16.67
811,22-23,L,C,17,14,6,120,75,221,105,126,36,20,24,941.5,79,-1.5,19,18,49.8,51,67.1,41.7,22.8,45.3,31.9,24,48,13.52,189,522,90,5,22.79,47,23,42.57,34.59,10.71,94.44,105.15,11.92
739,24-25,L,D,6,14,6,91,77,220,100,81,108,62,23,1503.05,73,-3.3,5,11,50.6,51.1,57.6,54.4,36.4,33,30.6,0,0,2.95,229,121,9,0,21.81,64,47,50.63,51.45,10.67,91.87,102.54,20.59
1308,22-23,L,R,40,26,17,327,73,220,154,127,37,65,58,1512.28,78,6.1,28,20,54.7,54.1,50.4,59.2,39,34,26.9,21,36,38.33,599,849,174,7,22.66,60,60,66.56,53.69,8.93,89.74,98.67,19.39
1267,22-23,L,L,7,12,8,82,75,215,295,78,43,20,15,903.03,81,-0.8,18,17,49,49.8,50,31.2,18.3,41.3,40.4,9,18,8.14,163,327,32,0,21.68,29,28,28.58,36.01,7.34,92.88,100.22,11.15
760,23-24,L,C,30,34,15,267,75,207,168,99,55,17,37,1580.62,77,3.7,32,26,52,52.8,57.5,50.3,32.3,35.8,31.9,796,806,33.64,414,583,90,0,21.95,56,42,45.97,37.87,10.57,90.48,101.04,20.53
1210,22-23,L,L,12,8,5,134,69,184,149,92,24,13,30,927.33,82,-1.5,24,30,53.1,52.3,50.6,49.1,32.3,34.1,33.5,15,15,14.44,218,552,155,15,23.3,38,37,45.49,43.04,7.22,92.18,99.4,11.31
1470,22-23,R,C,27,31,16,249,73,196,66,69,54,21,38,1356.55,78,11.4,13,10,59.7,59.5,71.8,60.1,47.6,20.8,31.6,1043,663,32.12,437,510,59,1,22.33,46,18,54.13,31.69,7.82,95.32,103.15,17.39
1119,22-23,L,C,9,17,9,78,72,188,93,95,20,28,19,1023.9,74,0.8,18,21,52.2,51.4,46.1,47.5,30.1,36.5,33.4,251,305,9.53,142,657,97,1,22.09,30,35,30.37,37.25,7.59,90.86,98.46,13.84
1135,22-23,L,C,11,9,6,100,74,208,187,67,46,17,30,1070.22,71,-4.1,17,26,41.7,41.4,29.4,24.3,16.3,32.9,50.8,567,575,12.81,183,613,131,8,22.71,23,55,32.71,45.43,6.13,89.72,95.85,15.07
772,23-24,L,L,22,28,19,182,72,186,67,99,50,28,28,1327.28,82,-0.4,13,13,51.2,53.5,47.1,54.5,36.1,33.7,30.1,30,50,18.19,300,569,83,1,22.22,50,55,48.31,44.36,8.47,88.84,97.32,16.19
1094,22-23,R,D,10,23,15,112,74,185,55,123,84,46,22,1381.83,67,-1.1,9,17,43.1,42.7,41.1,52.1,35.8,31.2,32.9,0,0,7.52,272,460,42,0,21.82,44,63,47.28,70.2,8.54,91.78,100.32,20.62
919,23-24,L,D,1,4,2,19,71,186,48,99,47,11,2,583.6,42,1.7,3,12,53.5,52.7,53.8,43.9,28.2,35.7,36.1,0,0,0.89,63,115,7,0,21.79,21,19,19.5,18.66,8.57,92.05,100.62,13.9
64,22-23,L,L,26,41,28,123,73,196,54,55,23,31,35,1225.53,63,2.3,8,14,47.4,47.1,62.3,50.3,33.8,32.8,33.4,64,150,17.34,227,419,51,1,22.3,53,32,37.38,40.97,12.33,93.16,105.49,19.45
1221,22-23,R,D,6,10,5,94,73,194,49,94,67,32,6,978.53,60,1.3,4,13,51.9,51.5,48.6,55.9,36.5,34.8,28.7,0,0,4.78,195,345,59,3,22.56,36,38,42.66,38.3,7.63,91.5,99.13,16.31
1091,22-23,L,L,8,1,0,85,71,185,117,120,20,13,29,850.8,70,-0.4,12,18,51,49.1,34.2,37.7,22.7,39.8,37.5,3,7,10.37,144,533,64,0,21.5,13,25,24.48,29.62,4.13,91.86,95.98,12.15
1299,22-23,R,C,4,22,12,90,74,190,127,114,51,29,31,980.13,80,-4.6,18,13,50.5,50.2,53.1,35.6,25.3,29.1,45.6,587,381,10.74,163,859,202,13,22.98,34,30,40.31,38.95,7.67,92.92,100.6,12.25
1091,23-24,L,L,3,6,3,48,71,185,78,76,31,7,19,551,56,-5,11,6,46.9,46.7,51.5,36.1,21.6,39.9,38.4,2,5,4.39,76,439,81,0,21.98,17,16,16.32,16.81,8.29,92.63,100.92,9.84
1272,22-23,L,D,8,26,18,126,74,196,53,60,80,73,42,1173.68,48,2.9,10,14,46.5,47.2,50.7,47,30.6,34.8,34.6,0,0,7.39,252,377,105,12,22.86,36,35,34.64,44.44,9.21,91.67,100.87,24.45
56,22-23,R,D,4,3,2,68,77,220,152,65,118,29,10,1071.85,68,-6.6,15,25,40.4,40.9,41.5,41.1,26.6,35.2,38.2,0,0,3.91,128,152,20,0,21.87,36,52,31.27,46.71,11.11,90.08,101.19,15.76
1399,22-23,R,R,6,3,3,41,72,207,36,67,17,11,20,444.5,38,5.4,9,0,53.8,55,41.6,45.5,28.1,38.3,33.6,0,2,4.34,90,196,24,0,21.62,15,21,15.43,15.61,8.2,88.07,96.26,11.7
1399,23-24,R,R,5,12,10,57,72,207,48,40,18,20,30,745.13,55,4.3,3,4,47.6,47.4,52.9,39.5,24.5,37.8,37.6,0,2,6.08,104,242,27,0,21.53,27,24,22.63,27.9,9.96,91.46,101.42,13.55
427,22-23,L,C,14,12,7,119,75,209,100,94,45,19,40,1090.03,74,-4.1,10,10,45.6,47.1,45.1,37.1,24.9,32.9,42.2,491,389,12.5,193,860,182,7,22.82,37,45,36.06,40.86,9.14,89.75,98.89,14.73
1454,23-24,L,C,7,3,3,38,75,220,112,70,34,8,13,552.43,52,-13,5,9,37.4,38.8,46.6,14.8,8.6,42,49.5,273,227,4.91,56,328,91,8,23.64,14,16,11.64,16.96,9.93,92.73,102.66,10.62
701,22-23,L,C,20,36,22,179,70,208,22,36,24,51,65,1421.67,80,-1.1,18,26,44.6,44.9,46.9,53.2,34.4,35.3,30.3,510,440,21.62,323,471,75,3,22.76,47,52,47.24,59.99,8.79,92.09,100.87,17.77
130,22-23,L,L,28,12,8,161,71,180,16,45,15,22,24,1076.63,75,-1.8,10,2,50,48.7,39.5,52.1,36,30.9,33.1,1,5,17.46,273,433,62,0,22,34,52,34.91,43.37,8,88.24,96.24,14.36
636,22-23,L,C,9,18,8,102,71,191,87,116,36,18,20,871.02,79,-4,21,16,50.7,50.7,50,52.1,32.6,37.5,29.9,71,73,10.74,175,370,49,2,22.35,39,39,41.56,42.04,8.19,91.61,99.81,11.03
88,22-23,R,D,9,20,9,124,75,220,42,38,87,33,21,935.58,40,3.2,5,6,51,52.4,48.4,62.6,42.6,32,25.4,0,0,8.75,261,145,15,0,21.23,32,34,35.22,33.95,8.21,90.17,98.38,23.39
88,23-24,R,D,10,42,16,176,75,220,69,103,194,82,58,2123.12,82,1.5,16,16,47.7,47.4,45,48,32.6,32.2,35.2,0,0,13.01,424,264,41,0,21.98,55,67,61.87,66.98,8.23,91.02,99.25,25.89
88,24-25,R,D,5,46,24,167,75,220,49,83,131,112,36,1861.57,79,4,9,11,52.9,54.6,55,53.4,36,32.5,31.5,0,0,12.03,376,316,54,1,22.21,65,53,62.46,55.62,9.76,90.13,99.89,23.56
1107,22-23,R,R,31,30,23,191,70,192,55,92,38,26,34,1206.98,60,2.8,32,29,49.3,49.1,46.2,51.3,34.5,32.7,32.8,28,32,26.65,358,567,135,5,22.49,37,43,40.21,43.84,8.56,90.55,99.11,20.12
1215,22-23,L,L,7,12,9,73,75,236,168,94,15,27,29,870.63,77,-5.1,6,16,53.7,52.3,41.3,58,39.1,32.6,28.3,17,22,9.4,144,499,80,0,21.85,31,44,33.82,35.89,7.06,88.89,95.95,11.31
406,22-23,R,D,3,11,7,88,70,184,70,109,92,38,21,1325.9,81,-3.5,12,19,45.6,44.6,42.3,45,29.4,34.7,35.9,0,0,3.63,181,246,35,0,21.88,33,45,42.74,55.41,6.6,92.82,99.42,16.37
1034,22-23,L,L,9,10,4,107,75,216,110,67,18,18,22,877.23,69,-0.2,29,30,42.2,40.7,33.8,39.7,24.4,38.6,37,10,12,12.97,185,596,166,9,22.75,23,45,31.77,44.21,6.41,91.18,97.58,12.71
1216,23-24,L,D,3,2,1,24,73,210,72,39,33,9,3,389.6,33,-0.3,8,12,50.2,48.8,33.3,33.7,23.1,31.4,45.5,0,0,1.09,50,70,9,0,20.89,12,24,14.31,15.66,7.36,86.89,94.25,11.81
1104,22-23,R,R,8,10,10,63,74,216,279,124,31,16,14,849.07,74,-2.8,20,21,45.9,46,54.3,28.6,14.3,50.1,35.6,8,16,8.44,113,568,122,3,22.63,31,26,34.92,32.5,8.91,93.35,102.26,11.47
960,22-23,L,C,14,20,12,148,72,190,24,32,24,41,19,1050.13,67,-0.1,5,14,44.9,45,48.4,48,29.9,37.7,32.4,16,12,15.19,261,430,60,3,22.69,31,33,32.52,41.83,8.52,92.52,101.03,15.67
1262,23-24,R,D,4,21,7,57,73,200,39,109,89,33,41,1571.85,75,-1,13,15,51.4,49.8,42.7,46.5,27.7,40.5,31.9,0,0,5.16,150,310,57,2,22.72,53,71,49.36,51.48,9.17,88.17,97.34,20.96
318,22-23,R,D,4,18,11,81,74,225,318,80,98,33,11,1144.83,70,-5,10,29,44.9,44.6,51,47,29.3,37.6,33.1,0,0,2.86,177,107,4,0,20.4,49,47,42.51,50.4,10.49,91.64,102.13,16.35
407,22-23,L,C,10,18,7,85,72,185,46,76,15,22,21,972.45,65,3.2,4,9,52.5,52.3,54.4,57.7,39.9,30.8,29.3,308,325,11.03,149,605,89,3,22.68,37,31,41.16,35.68,8.94,92.31,101.24,14.96
450,23-24,L,C,29,36,18,279,73,217,134,123,37,51,37,1429.2,80,1.2,22,15,51.5,51.5,54.9,53.1,35.5,33,31.4,802,550,37.66,474,696,106,2,22.39,50,42,55.62,43.22,8.21,92.55,100.76,17.86
1052,22-23,L,R,21,36,20,227,70,176,13,31,19,61,31,1409.53,73,-3.2,8,8,41.6,42.3,45.7,53.4,36.1,32.3,31.5,1,1,19.11,371,573,60,2,22.35,50,58,41.94,61.68,10.46,91.21,101.67,19.31
450,24-25,L,C,38,36,20,200,73,217,92,76,45,69,24,1366.92,75,-1.7,15,23,45.6,45.3,60.4,45.9,31.4,31.6,37,762,546,31.47,334,622,97,3,22.05,55,36,45.82,45.67,11.41,93.17,104.58,18.23
282,22-23,R,C,14,16,12,101,76,200,83,74,41,13,45,1059.4,65,-1,11,12,48.3,48.7,53.3,33.6,18.2,45.7,36.1,369,399,17.19,178,304,19,0,21.68,32,28,36.64,34.01,8.6,92.82,101.42,16.3
1463,22-23,L,C,16,24,15,193,73,193,150,58,35,40,38,1096.63,63,1.9,21,26,55.6,55.5,55.6,54.5,37.7,30.8,31.4,425,479,24.36,320,612,90,3,22.16,44,35,52.41,39.75,7.82,91.94,99.75,17.41
1114,23-24,R,D,6,7,4,46,77,223,74,76,83,50,9,1024.13,62,2.7,10,18,47.8,47.5,57.3,38.5,24.7,35.7,39.5,0,0,2.77,136,148,8,0,21.36,39,29,32.79,37.44,9.9,93.64,103.54,16.52
1191,22-23,R,C,9,11,7,144,73,205,158,110,33,13,29,993.73,82,-2.4,4,9,55.4,55.7,42.8,55.2,36.7,33.6,29.7,131,178,11.72,224,577,97,0,21.64,27,36,31.74,31.51,5.91,89.92,95.82,12.12
1114,24-25,R,D,1,16,10,76,77,223,102,135,99,100,28,1604.93,81,0.2,12,30,51,50.7,52.2,38.8,24.3,37.4,38.3,0,0,3.04,212,232,23,1,22.46,47,43,51.39,45.19,8.75,91.84,100.59,19.81
453,22-23,L,C,12,25,18,144,71,191,15,43,18,49,36,1149.8,68,-4.7,1,8,56.5,56.4,54.4,60,40.7,32.2,27.2,33,20,13.64,235,225,18,1,23.22,37,31,37.11,30.5,8.55,91.14,99.69,16.91
560,22-23,R,R,10,15,7,97,69,178,77,102,24,17,45,961.53,58,0.5,16,12,52.9,52.2,57.1,51.1,31.4,38.5,30.1,6,7,14.73,138,433,71,1,22.01,41,30,42.06,35.65,8.78,92.89,101.67,16.58
832,23-24,L,L,12,48,35,160,69,163,2,38,23,40,34,1523.85,81,0.2,19,7,48.2,48.7,46.5,52.6,34.9,33.6,31.5,0,1,18.41,305,710,103,6,22.92,60,69,56.18,59.76,10.05,89.43,99.48,18.81
1441,22-23,R,C,14,37,22,139,73,186,25,43,34,68,49,1085.53,58,7.8,8,11,54.6,54,63.9,76.4,52.4,31.4,16.2,104,188,15.66,254,782,244,21,23.67,39,22,37.77,35.07,8.53,94.2,102.73,18.72
552,22-23,L,L,13,14,10,167,74,209,100,93,19,33,16,920.13,76,-3.8,24,26,51.2,50.9,54.2,42.9,28.6,33.3,38,1,5,15.8,276,722,245,33,23.48,32,27,37.67,39.19,7.37,93.38,100.76,12.11
1317,23-24,L,D,4,7,4,42,75,204,37,74,57,12,8,830.73,65,0.5,5,15,49.7,50,47.4,56.8,38.2,32.7,29.1,0,0,2.1,89,88,5,0,21.01,28,31,28.35,29.89,8.28,91.55,99.84,12.78
1265,22-23,L,L,5,9,4,62,75,234,172,111,12,19,26,827.58,80,0.1,21,37,51.3,50.8,45.8,50.3,29.9,40.5,29.6,2,10,8.89,122,154,6,0,20.46,22,26,32.34,34.53,6.09,93.42,99.51,10.34
819,22-23,L,L,3,4,1,32,75,211,92,41,5,13,10,314.7,35,1.1,13,15,50.3,49.4,44.8,43.7,29.2,33,37.7,1,3,5.11,55,195,36,1,22.03,13,16,14.68,12.92,8.97,89.61,98.58,8.99
1231,22-23,L,L,11,38,22,61,71,187,24,55,20,46,23,1003.62,64,0.7,12,9,45.8,45.7,52.1,41.8,25.1,39.9,35,0,7,9.04,131,447,62,4,23.12,36,33,33.7,34.83,10,92.48,102.48,15.68
819,23-24,L,L,2,2,2,29,75,211,82,55,14,9,1,289.82,39,-5.9,20,24,49.4,46.9,50,51,30.7,39.8,29.5,0,0,2.87,53,184,36,1,22.46,7,7,8.16,9.94,6.25,93.69,99.94,7.43
1005,22-23,L,C,10,15,10,79,74,205,20,97,26,26,27,967.82,66,-5.1,10,15,48.7,48.6,50,44.4,28.7,35.4,35.9,26,33,10.68,117,459,108,5,22.42,30,31,33.49,32,8.24,91.86,100.11,14.66
303,22-23,L,D,7,28,10,81,71,189,136,162,87,48,25,1372.2,71,2.4,12,15,51.6,51.3,55.5,58.3,39.2,32.8,28,0,0,3.88,174,329,26,0,21.89,60,48,62.54,55.66,9.45,91.92,101.37,19.33
51,23-24,L,D,7,20,7,117,74,196,21,97,142,21,26,1449.08,62,2.9,6,8,51,51,57.1,50.4,32.8,35,32.2,0,0,6.55,224,274,36,0,21.97,52,39,48.46,40.92,9.87,92.41,102.28,23.37
795,22-23,L,L,7,14,7,83,75,226,237,73,40,25,27,974.4,65,0.4,26,26,49.6,49.5,48.1,41.1,25.9,37.1,37.1,7,7,11.62,153,380,44,0,21.74,26,28,33.36,36.05,7.41,92.98,100.39,14.99
51,24-25,L,D,4,16,3,71,74,196,27,93,104,53,21,1147.45,50,1.9,3,9,49.3,50.4,50.6,51.4,33.2,35.5,31.4,0,0,2.08,171,178,22,0,21.26,40,39,35.7,36.79,9.26,90.78,100.04,22.95
1156,22-23,R,L,22,30,18,184,76,208,27,40,27,40,24,1051.65,55,6.3,8,8,49.8,48.7,52.1,56.4,38.6,31.6,29.8,28,52,18.61,359,550,106,2,22.56,36,33,35.03,39.12,8.67,92.24,100.91,19.12
1211,22-23,L,C,10,9,3,111,76,219,133,92,46,15,46,946.67,80,-0.8,6,7,47.7,47.1,35.4,43.2,28.6,33.9,37.5,262,285,13.87,191,629,109,2,22.13,22,40,35.97,37.48,6.04,90.45,96.5,11.83
654,22-23,R,C,14,24,15,107,76,221,53,117,38,31,27,1072.75,58,2.7,18,20,49.2,50.5,52.8,56.5,37.7,33.3,29,87,140,15.23,185,685,121,4,23.22,37,33,36.56,38.26,9.69,91.54,101.22,18.5
353,23-24,L,D,1,8,3,63,74,218,87,119,97,30,9,1102.3,57,-1.4,6,10,52.1,50.1,43,52.6,33.7,36,30.3,0,0,3.19,147,297,29,2,22.58,31,41,37.58,41.14,6.58,90.87,97.45,19.34
624,22-23,L,L,9,10,5,89,74,210,81,80,27,36,11,883.87,64,0,20,20,42.4,41.6,39.4,41.7,29.9,28.2,41.9,23,21,10.2,140,314,43,1,22.42,29,46,28.25,43.77,7.65,91.05,98.7,13.81
1471,22-23,L,R,15,13,9,98,71,195,20,68,28,26,16,901.8,67,1,6,8,47.5,49.4,45.1,49.5,31.9,35.6,32.6,3,3,9.92,158,419,54,0,21.75,28,35,28.51,32.02,8.33,89.91,98.25,13.46
926,22-23,R,R,15,22,15,149,72,197,62,52,48,32,30,961.58,59,5.5,29,34,52.9,53.1,50.7,52.9,35.8,32.3,31.9,242,322,16.89,275,298,34,1,22.32,35,34,39.09,36.06,7.85,91.67,99.51,16.3
4,22-23,R,C,17,12,7,145,78,210,168,101,44,31,33,1263.63,78,0.3,16,17,47,46.7,56.5,39.4,24.5,37.8,37.7,530,578,19.29,247,763,131,4,22.88,43,33,41.38,42.43,9.45,93.5,102.95,16.2
1439,22-23,L,C,8,13,9,112,76,220,118,92,44,16,19,928,70,-2.5,13,13,49.7,51.1,48.9,36.8,21.6,41.5,37,13,16,14.21,183,603,157,5,23.16,25,25,38.46,34.19,6.85,93.39,100.24,13.26
714,22-23,L,L,2,27,14,69,71,189,29,23,23,19,31,864.67,58,1.7,8,9,46.8,46.7,40.3,55.1,32.9,40.3,26.8,169,211,8.19,125,379,63,7,22.87,23,34,29.45,38.2,7.1,91.19,98.29,14.91
714,23-24,L,L,19,37,19,127,71,189,41,80,33,30,38,1436.63,79,3.1,11,14,54.2,54.7,58.7,60,39.9,33.5,26.6,44,41,16.4,241,618,147,9,22.9,67,46,56.77,41.94,10.58,90.98,101.56,18.19
